,KOI_x,KIC,Kepler,Prot_flag,Prot_adopted,Prot_ANG18,Prot_MAZ15,Prot_D20,Prot_MCQ13,Prot_WAL13,KOI_y,Teff,E_Teff,e_Teff,[Fe/H],E_[Fe/H],e_[Fe/H],Ksmag,e_Ksmag,plx,e_plx,R,E_R,e_R,Miso,E_Miso,e_Miso,Riso,E_Riso,e_Riso,rhoiso,E_rhoiso,e_rhoiso,logAiso,E_logAiso,e_logAiso,plxspec,E_plxspec,e_plxspec,r8,RCF,KOI_strip
507,782,11960862,Kepler-677,f,,,47.27,41.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,783,12020329,Kepler-678,b,m15,,41.06,43.49,41.15,20.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,784,12066335,Kepler-231,a,m15,,23.27,23.70,23.40,24.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,785,12070811,Kepler-679,f,,,19.16,16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,786,12110942,Kepler-680,f,,,47.46,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,787,12366084,,m,,,25.52,12.35,,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,788,12404086,Kepler-681,m,,,42.46,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,790,12470844,Kepler-233,m,,,32.19,14.88,,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,791,12644822,Kepler-682,a,m15,,23.46,23.49,23.41,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,794,2713049,Kepler-683,m,,,24.97,12.27,,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,795,3114167,Kepler-684,f,,,64.22,41.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,797,3115833,,b,m15,,15.13,7.68,15.27,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,799,3246984,,f,,,,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,800,3342970,Kepler-234,f,,,60.66,36.16,,,K00800,5911,60,60,0.22,0.04,0.04,14.065,0.069,0.602,0.029,1.171,0.076,0.069,1.129,0.031,0.033,1.143,0.056,0.042,0.75,0.11,0.11,9.46,0.18,0.32,0.537,0.058,0.076,1,,800
521,801,3351888,Kepler-685,b,m15,,30.11,13.95,30.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,802,3453214,,a,m15,,15.06,7.50,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,804,3641726,,f,,,73.94,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,806,3832474,,a,a18,16.20,15.92,16.18,16.00,16.29,K00806,5464,60,60,0.16,0.04,0.04,13.581,0.048,1.119,0.032,0.819,0.036,0.034,0.945,0.016,0.022,0.858,0.014,0.014,1.5,0.05,0.08,9.1,0.38,0.46,1.007,0.037,0.05,1.016,1.0098,806
525,809,3935914,Kepler-686,a,m15,,16.41,8.25,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,810,3940418,,b,m15,,26.46,13.09,26.37,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,811,4049131,Kepler-687,a,m15,,23.14,23.45,23.48,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,812,4139816,Kepler-235,b,m15,,38.48,19.27,38.56,40.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,813,4275191,Kepler-688,m,,,27.52,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,814,4476123,Kepler-689,f,,,5.03,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,815,4544670,,m,,,25.33,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,816,4664847,Kepler-690,f,,,33.61,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,817,4725681,Kepler-236,a,m15,,15.48,15.42,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,818,4913852,Kepler-691,a,m15,,34.52,34.26,34.59,34.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,821,5021899,Kepler-692,m,,,40.96,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,823,5115978,,a,m15,,1.02,1.02,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,824,5164255,Kepler-693,f,,,13.79,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,825,5252423,Kepler-237,m,,16.27,35.73,20.54,,,K00825,4897,60,60,0.22,0.04,0.04,13.172,0.036,1.545,0.024,0.759,0.026,0.025,0.829,0.019,0.022,0.767,0.009,0.01,1.84,0.08,0.09,9.48,0.36,0.56,1.455,0.045,0.05,1.027,,825
539,826,5272878,Kepler-694,m,,,29.85,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,829,5358241,Kepler-53,f,,,44.14,45.63,,,K00829,5766,60,60,0,0.04,0.04,13.807,0.051,0.757,0.033,1.057,0.06,0.055,0.966,0.035,0.033,1.038,0.048,0.044,0.85,0.13,0.12,9.82,0.13,0.2,0.715,0.069,0.087,1.455,1.054,829
541,830,5358624,Kepler-428,f,,,45.80,44.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,834,5436502,Kepler-238,m,,14.07,38.55,13.27,,,K00834,5800,60,60,0.34,0.04,0.04,13.512,0.039,0.58,0.022,1.567,0.076,0.072,1.229,0.035,0.062,1.551,0.059,0.059,0.32,0.04,0.03,9.68,0.12,0.06,0.563,0.069,0.078,1,,834
543,835,5456651,Kepler-239,m,,24.04,29.66,15.33,,,K00835,4939,60,60,0.17,0.04,0.04,13.133,0.035,1.568,0.031,0.759,0.027,0.026,0.831,0.019,0.025,0.769,0.01,0.01,1.83,0.08,0.11,9.48,0.37,0.54,1.486,0.047,0.051,1.039,,835
544,837,5531576,Kepler-240,a,m15,,32.21,31.44,32.40,36.49,K00837,4918,60,60,0.41,0.04,0.04,13.464,0.033,1.364,0.035,0.748,0.03,0.028,0.868,0.017,0.019,0.789,0.012,0.011,1.78,0.05,0.09,9.28,0.39,0.55,1.197,0.044,0.049,1.048,1.0072,837
545,840,5651104,Kepler-695,m,,,,5.15,,31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,841,5792202,,a,a18,15.09,14.89,14.77,14.74,14.99,K00841,5264,60,60,0.12,0.04,0.04,14.118,0.065,0.983,0.036,0.744,0.041,0.038,0.885,0.019,0.019,0.808,0.016,0.014,1.68,0.07,0.11,9.17,0.42,0.48,0.854,0.031,0.038,1.263,1.0138,841
547,842,5794379,Kepler-241,b,m15,,38.17,19.91,37.60,39.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,843,5881688,Kepler-696,f,,,65.29,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,844,6022556,Kepler-697,f,,,20.37,17.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,845,6032497,Kepler-698,f,,,23.11,20.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,846,6061119,Kepler-699,m,,,15.40,27.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,847,6191521,Kepler-700,f,,,20.90,18.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,849,6276477,Kepler-701,b,m15,,16.54,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,850,6291653,Kepler-702,b,m15,,0.56,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,851,6392727,Kepler-703,a,m15,,7.67,7.69,7.65,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,852,6422070,Kepler-704,f,,,46.87,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,853,6428700,Kepler-242,a,a18,15.81,15.81,15.83,15.77,15.95,K00853,4876,60,60,-0.02,0.04,0.04,13.238,0.033,1.691,0.031,0.673,0.023,0.023,0.748,0.017,0.021,0.7,0.009,0.01,2.17,0.09,0.09,9.43,0.41,0.69,1.552,0.048,0.048,1.007,,853
558,854,6435936,Kepler-705,a,m15,,20.21,20.19,20.21,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,855,6522242,Kepler-706,f,,,75.64,41.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,856,6526710,,m,,,38.68,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,857,6587280,Kepler-243,a,a18,26.27,26.31,26.18,26.23,,K00857,5149,60,60,0.26,0.04,0.04,13.064,0.033,1.466,0.02,0.815,0.026,0.025,0.904,0.018,0.023,0.822,0.009,0.009,1.63,0.04,0.08,9.27,0.39,0.55,1.368,0.056,0.068,1,1.0011,857
562,861,6685526,Kepler-707,m,,,31.28,15.48,,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,863,6784235,Kepler-708,m,,,27.15,13.76,,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,864,6849310,Kepler-244,m,,37.21,15.09,13.90,,,K00864,5498,60,60,0.07,0.04,0.04,13.73,0.047,0.99,0.032,0.857,0.04,0.037,0.933,0.021,0.026,0.868,0.023,0.02,1.42,0.1,0.12,9.38,0.32,0.43,0.932,0.046,0.061,1.359,,864
565,865,6862328,,b,d20,,,19.90,,18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,867,6863998,Kepler-709,a,m15,,22.94,23.09,23.07,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,868,6867155,,a,m15,,28.36,28.67,28.73,29.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,869,6948054,Kepler-245,a,a18,19.56,19.60,19.87,19.44,9.77,K00869,5105,60,60,0.12,0.04,0.04,13.639,0.053,1.186,0.034,0.78,0.035,0.034,0.856,0.02,0.026,0.795,0.016,0.013,1.7,0.08,0.13,9.49,0.35,0.52,1.133,0.034,0.044,1,,869
569,870,6949607,Kepler-28,a,m15,,18.03,17.97,17.95,18.28,K00870,4674,60,60,0.02,0.04,0.04,12.719,0.028,2.306,0.024,0.641,0.02,0.019,0.701,0.012,0.014,0.662,0.006,0.006,2.41,0.07,0.08,9.46,0.39,0.63,2.088,0.058,0.063,1,,870
570,872,7109675,Kepler-46,a,m15,,27.83,13.60,27.86,16.29,K00872,5162,60,60,0.17,0.04,0.04,13.347,0.028,1.312,0.028,0.797,0.028,0.027,0.883,0.02,0.025,0.81,0.013,0.011,1.66,0.07,0.1,9.37,0.37,0.52,1.238,0.045,0.054,1,,872
571,873,7118364,Kepler-710,f,,,77.69,30.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,874,7134976,Kepler-246,a,a18,23.19,22.95,23.22,23.18,24.16,K00874,5088,60,60,0.2,0.04,0.04,13.038,0.031,1.622,0.023,0.757,0.024,0.023,0.853,0.012,0.015,0.772,0.008,0.007,1.85,0.05,0.06,9.1,0.39,0.52,1.455,0.05,0.058,1,,874
573,875,7135852,,m,,,38.82,19.20,38.30,43.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,877,7287995,Kepler-81,a,m15,,13.44,13.42,13.42,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,878,7303253,Kepler-711,f,,,51.88,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,880,7366258,Kepler-82,m,,20.41,31.26,17.13,,28.25,K00880,5401,60,60,0.2,0.04,0.04,13.518,0.048,1.131,0.027,0.835,0.034,0.032,0.946,0.017,0.024,0.859,0.016,0.012,1.49,0.05,0.08,9.15,0.39,0.49,0.961,0.066,0.087,1.01,,880
577,881,7373451,Kepler-712,m,,,30.67,15.16,,,K00881,4927,60,60,-0.08,0.04,0.04,13.841,0.052,1.172,0.042,0.737,0.038,0.036,0.76,0.024,0.025,0.731,0.017,0.013,1.93,0.13,0.13,9.81,0.24,0.47,0.416,0.02,0.025,1,,881
578,883,7380537,,a,m15,,8.99,9.01,9.02,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,884,7434875,Kepler-247,b,m15,,34.16,18.50,33.84,29.94,K00884,5060,60,60,0.3,0.04,0.04,13.051,0.026,1.531,0.031,0.788,0.027,0.026,0.887,0.016,0.022,0.808,0.013,0.009,1.68,0.06,0.09,9.33,0.38,0.5,1.412,0.051,0.064,1.036,,884
580,886,7455287,Kepler-54,a,m15,,34.65,34.70,34.89,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,887,7458762,Kepler-713,f,,,,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,889,757450,Kepler-75,a,a18,19.49,19.40,19.21,19.38,18.28,K00889,5306,60,60,0.23,0.04,0.04,13.118,0.029,1.222,0.026,0.948,0.033,0.032,0.921,0.035,0.032,0.926,0.02,0.02,1.15,0.11,0.09,9.89,0.15,0.24,1.252,0.053,0.08,1.129,,889
583,890,7585481,Kepler-714,f,,,26.77,44.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,891,7663691,Kepler-715,m,,,18.26,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,892,7678434,,a,m13,,,23.85,23.59,20.53,K00892,5064,60,60,-0.06,0.04,0.04,13.135,0.029,1.599,0.022,0.73,0.023,0.022,0.795,0.015,0.029,0.739,0.009,0.009,1.96,0.08,0.11,9.44,0.41,0.65,1.544,0.043,0.059,1,,892
586,893,7685981,Kepler-717,f,,,8.32,13.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,896,7825899,,a,a18,25.33,24.93,24.38,25.07,12.29,K00896,4973,60,60,0.17,0.04,0.04,13.357,0.053,1.378,0.023,0.773,0.03,0.029,0.838,0.018,0.027,0.778,0.011,0.009,1.78,0.07,0.12,9.53,0.35,0.52,0.529,0.038,0.072,1.075,,896
588,897,7849854,Kepler-718,b,m15,,14.87,15.17,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,898,7870390,Kepler-83,a,m15,,21.86,22.08,22.05,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,899,7907423,Kepler-249,a,m15,,36.63,37.15,36.42,34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,900,7938496,,m,,,40.44,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,901,8013419,,f,,,79.30,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,902,8018547,,a,m15,,15.52,15.82,15.49,15.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,903,8039892,Kepler-719,m,,,,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,904,8150320,Kepler-55,a,m15,,13.72,13.85,13.74,13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,906,8226994,Kepler-250,b,m15,,36.96,19.00,,,K00906,5007,60,60,0.01,0.04,0.04,13.483,0.036,1.339,0.028,0.748,0.028,0.026,0.806,0.02,0.029,0.757,0.012,0.011,1.85,0.1,0.13,9.58,0.35,0.56,1.295,0.038,0.049,1.025,,906
597,907,8247638,Kepler-251,m,,19.91,27.56,13.53,,14.42,K00907,5492,60,60,-0.06,0.04,0.04,13.632,0.042,1.107,0.031,0.809,0.033,0.032,0.891,0.019,0.027,0.821,0.015,0.014,1.61,0.07,0.11,9.3,0.34,0.56,1.007,0.054,0.07,1.195,,907
598,908,8255887,Kepler-720,f,,,57.37,48.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,910,8414716,Kepler-721,m,,,45.17,14.92,,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,911,8490993,Kepler-722,b,m15,,18.84,17.67,18.52,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,912,8505670,Kepler-252,a,m15,,11.07,11.07,11.06,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,913,8544996,Kepler-723,b,m15,,24.92,12.40,24.87,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,914,8552202,,f,,,27.07,14.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,916,8628973,Kepler-724,m,,,35.92,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,918,8672910,,a,a18,17.87,17.47,18.20,17.46,17.43,K00918,5399,60,60,0.14,0.04,0.04,13.222,0.037,1.343,0.024,0.802,0.027,0.026,0.912,0.016,0.017,0.827,0.011,0.007,1.6,0.06,0.06,9.11,0.35,0.52,1.221,0.039,0.065,1,,918
606,920,8689031,Kepler-726,m,,,38.99,36.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,921,8689373,Kepler-253,m,,,23.98,19.79,,,K00921,5081,60,60,0.15,0.04,0.04,13.534,0.048,1.217,0.028,0.799,0.033,0.031,0.86,0.023,0.028,0.803,0.014,0.013,1.66,0.09,0.12,9.57,0.32,0.5,1.179,0.038,0.049,1,,921
608,922,8826878,Kepler-727,a,m15,,22.65,22.84,22.64,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,923,8883593,Kepler-728,f,,,81.48,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,924,8951215,,m,,,19.67,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,926,9077124,Kepler-729,f,,,47.07,20.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,928,9140402,,f,,,,15.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,929,9141746,,f,,,5.51,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,931,9166862,Kepler-731,m,,,,17.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,934,9334289,Kepler-254,b,a18,25.05,24.37,12.19,24.52,31.85,K00934,5503,60,60,-0.13,0.04,0.04,14.254,0.068,0.744,0.036,0.902,0.059,0.054,0.849,0.034,0.027,0.875,0.038,0.035,1.25,0.21,0.16,9.93,0.14,0.3,0.785,0.034,0.049,1.063,,934
616,935,9347899,,m,,9.16,9.06,11.37,,,K00935,6088,60,60,-0.09,0.04,0.04,13.871,0.05,0.625,0.023,1.211,0.06,0.056,1.038,0.031,0.03,1.189,0.045,0.043,0.61,0.07,0.07,9.72,0.09,0.11,0.549,0.065,0.071,1,,935
617,936,9388479,Kepler-732,a,m15,,36.02,34.86,36.01,34.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,937,9406990,Kepler-733,f,,,49.63,19.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,938,9415172,Kepler-255,f,,,75.01,28.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,939,9466668,Kepler-256,b,a18,14.92,62.75,16.34,,,K00939,5608,60,60,0.26,0.04,0.04,13.424,0.043,0.999,0.022,0.963,0.036,0.035,1.037,0.024,0.028,0.967,0.017,0.016,1.15,0.07,0.08,9.26,0.32,0.51,0.86,0.077,0.104,1.006,,939
621,940,9479273,Kepler-734,f,,,56.58,37.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,941,9480189,Kepler-257,a,a18,21.78,21.31,21.64,21.68,10.56,K00941,5118,60,60,0.4,0.04,0.04,13.372,,1.307,0.028,0.801,0.027,0.026,0.916,0.017,0.017,0.826,0.012,0.008,1.63,0.04,0.07,9.17,0.38,0.49,1.143,0.053,0.064,1.019,1.0012,941
623,942,9512687,Kepler-735,b,m15,,31.53,15.84,31.65,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,943,9513865,Kepler-736,m,,,34.78,19.58,34.79,36.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,944,9595686,,f,,,,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,945,9605514,,m,,,5.41,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,947,9710326,Kepler-737,a,m15,,25.34,28.87,24.79,27.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,948,9761882,Kepler-738,f,,,57.78,49.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,949,9766437,Kepler-739,m,,,41.72,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,950,9772531,,m,,,,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,951,9775938,Kepler-258,a,m15,,26.64,26.45,26.40,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,952,9787239,Kepler-32,a,m15,,36.84,38.00,36.22,38.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,953,9820483,Kepler-740,f,,,49.69,17.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,954,9823457,Kepler-259,m,,14.43,57.78,10.18,,,K00954,5511,60,60,-0.09,0.04,0.04,13.555,0.029,1.022,0.025,0.897,0.033,0.031,0.867,0.035,0.029,0.889,0.023,0.022,1.22,0.13,0.11,9.9,0.14,0.24,1.059,0.05,0.07,1.006,,954
635,955,9825625,Kepler-741,f,,,84.10,34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,956,9875711,Kepler-742,a,m15,,39.85,19.87,39.10,40.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,958,1026957,,a,d20,,,21.01,,10.13,K00958,4925,60,60,-0.01,0.04,0.04,10.41,0.017,5.908,0.022,0.702,0.018,0.018,0.77,0.007,0.024,0.713,0.004,0.003,2.12,0.06,0.06,9.33,0.41,0.49,5.539,0.168,0.189,1.002,,958
638,959,10002261,,m,,,,12.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,961,8561063,Kepler-42,f,,,68.23,46.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,971,11180361,,b,d20,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,972,11013201,,b,d20,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,974,9414417,,a,m15,24.37,10.83,10.85,10.85,,K00974,6318,60,60,-0.05,0.04,0.04,8.407,0.012,4.727,0.028,1.917,0.04,0.039,1.337,0.028,0.094,1.919,0.014,0.014,0.19,0.01,0.01,9.46,0.12,0.05,5.912,0.836,0.934,1,,974
643,975,3632418,Kepler-21,a,a18,12.58,12.53,12.65,12.59,,K00975,6202,60,60,-0.04,0.04,0.04,6.945,0.018,9.239,0.032,1.94,0.042,0.041,1.245,0.102,0.032,1.941,0.011,0.013,0.17,0.01,0.01,9.6,0.04,0.14,11.491,1.456,1.583,1,1.0019,975
644,977,11192141,,b,d20,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,984,1161345,,a,m15,,8.03,7.99,7.98,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,986,2854698,Kepler-260,a,a18,18.89,19.20,19.21,19.20,19.21,K00986,5541,60,60,0.29,0.04,0.04,12.494,0.026,1.618,0.018,0.917,0.025,0.025,1.013,0.021,0.018,0.923,0.009,0.009,1.29,0.04,0.05,9.06,0.36,0.51,1.501,0.069,0.104,1.029,1.0138,986
647,987,7295235,Kepler-743,a,a18,20.36,20.51,21.13,20.89,19.72,K00987,5509,60,60,0.12,0.04,0.04,10.777,0.012,3.609,0.026,0.918,0.022,0.021,0.953,0.033,0.032,0.907,0.008,0.007,1.27,0.07,0.07,9.56,0.22,0.44,3.592,0.174,0.194,1.027,1.0024,987
648,988,2302548,Kepler-261,a,a18,12.55,12.32,12.36,12.37,12.29,K00988,5121,60,60,0.11,0.04,0.04,11.585,0.021,3.174,0.017,0.749,0.02,0.019,0.834,0.01,0.01,0.757,0.006,0.004,1.91,0.04,0.05,8.94,0.46,0.51,2.912,0.089,0.111,1.003,,988
649,989,10743597,,a,m13,,,25.67,25.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,991,10154388,Kepler-744,b,a18,20.56,20.20,9.98,,,K00991,5495,60,60,-0.14,0.04,0.04,11.931,0.018,2.247,0.023,0.862,0.022,0.022,0.845,0.036,0.029,0.859,0.012,0.01,1.33,0.1,0.08,9.89,0.14,0.22,2.298,0.101,0.138,1.001,,991
651,992,1432789,,m,,,10.01,14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,993,1718189,,f,,,40.39,16.91,,,K00993,5549,60,60,-0.32,0.04,0.04,12.732,0.025,1.655,0.02,0.816,0.023,0.022,0.816,0.03,0.029,0.806,0.011,0.011,1.55,0.12,0.11,9.8,0.18,0.29,1.682,0.062,0.086,1.017,,993
653,994,1431122,,b,m15,,36.48,19.65,,36.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,999,2165002,Kepler-263,a,m15,,22.46,22.62,22.75,22.70,K00999,5113,60,60,-0.08,0.04,0.04,13.548,0.048,1.35,0.028,0.714,0.028,0.027,0.793,0.015,0.024,0.734,0.011,0.012,2,0.08,0.1,9.35,0.42,0.64,1.261,0.041,0.047,1.119,1.0372,999
655,1001,1871056,Kepler-264,b,a18,11.71,34.14,11.09,,,K01001,6284,60,60,0.13,0.04,0.04,11.591,0.02,1.086,0.02,1.957,0.056,0.054,1.426,0.023,0.029,1.926,0.034,0.034,0.2,0.01,0.01,9.39,0.04,0.03,1.286,0.172,0.213,1.001,,1001
656,1002,1865042,Kepler-746,m,,24.62,58.46,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1005,5780460,Kepler-747,m,,,71.53,35.72,,32.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1007,1725016,Kepler-748,m,,,18.60,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1014,8125580,Kepler-749,m,,,10.52,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1015,8158127,,m,,,69.08,20.41,,,K01015,5948,60,60,-0.1,0.04,0.04,13.103,0.034,0.796,0.02,1.363,0.05,0.048,1.002,0.028,0.027,1.351,0.036,0.034,0.4,0.03,0.03,9.9,0.05,0.05,0.827,0.094,0.115,1.029,,1015
661,1017,8174625,Kepler-751,b,m15,,31.48,22.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1022,2716853,,m,,,55.84,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1024,2715135,Kepler-753,a,m15,,21.49,10.87,21.72,22.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1029,2164169,,m,,,21.82,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,1030,2574338,,b,m15,,7.67,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1031,2584163,Kepler-754,m,,,21.35,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
